time,source,destination,source_computer,destination_computer,authentication_type,logon_type,authentication_orientation,status
4,U90@DOM1,U90@DOM1,C457,C457,?,Network,LogOff,Success
4,U9@DOM1,U9@DOM1,C223,C223,?,Network,LogOff,Success
5,ANONYMOUS LOGON@C528,ANONYMOUS LOGON@C528,C528,C528,?,Network,LogOff,Success
5,C1000$@DOM1,SYSTEM@C1000,C1000,C1000,Negotiate,Service,LogOn,Success
5,C101$@DOM1,C101$@DOM1,C101,C988,Kerberos,Network,LogOn,Success
5,C1019$@DOM1,SYSTEM@C1019,C1019,C1019,Negotiate,Service,LogOn,Success
5,C1038$@DOM1,SYSTEM@C1038,C1038,C1038,Negotiate,Service,LogOn,Success
5,C104$@DOM1,C104$@DOM1,C105,C553,Kerberos,Network,LogOn,Success
5,C104$@DOM1,C104$@DOM1,C553,C553,?,Network,LogOff,Success
5,C1063$@DOM1,SYSTEM@C1063,C1063,C1063,Negotiate,Service,LogOn,Success
5,C1100$@DOM1,SYSTEM@C1100,C1100,C1100,Negotiate,Service,LogOn,Success
5,C1109$@DOM1,SYSTEM@C1109,C1109,C1109,Negotiate,Service,LogOn,Success
5,C1143$@DOM1,SYSTEM@C1143,C1143,C1143,Negotiate,Service,LogOn,Success
5,C1145$@DOM1,SYSTEM@C1145,C1145,C1145,Negotiate,Service,LogOn,Success
5,C1158$@DOM1,SYSTEM@C1158,C1158,C1158,Negotiate,Service,LogOn,Success
5,C1161$@DOM1,SYSTEM@C1161,C1161,C1161,Negotiate,Service,LogOn,Success
5,C1168$@DOM1,SYSTEM@C1168,C1168,C1168,Negotiate,Service,LogOn,Success
5,C1177$@DOM1,SYSTEM@C1177,C1177,C1177,Negotiate,Service,LogOn,Success
5,C1187$@DOM1,SYSTEM@C1187,C1187,C1187,Negotiate,Service,LogOn,Success
5,C1188$@DOM1,SYSTEM@C1188,C1188,C1188,Negotiate,Service,LogOn,Success
5,C1254$@DOM1,SYSTEM@C1254,C1254,C1254,Negotiate,Service,LogOn,Success
5,C1307$@DOM1,SYSTEM@C1307,C1307,C1307,Negotiate,Service,LogOn,Success
5,C1368$@DOM1,SYSTEM@C1368,C1368,C1368,Negotiate,Service,LogOn,Success
5,C1371$@DOM1,SYSTEM@C1371,C1371,C1371,Negotiate,Service,LogOn,Success
5,C1380$@DOM1,SYSTEM@C1380,C1380,C1380,Negotiate,Service,LogOn,Success
5,C1386$@DOM1,SYSTEM@C1386,C1386,C1386,Negotiate,Service,LogOn,Success
5,C1398$@DOM1,SYSTEM@C1398,C1398,C1398,Negotiate,Service,LogOn,Success
5,C1404$@DOM1,SYSTEM@C1404,C1404,C1404,Negotiate,Service,LogOn,Success
5,C1411$@DOM1,SYSTEM@C1411,C1411,C1411,Negotiate,Service,LogOn,Success
5,C1417$@DOM1,SYSTEM@C1417,C1417,C1417,Negotiate,Service,LogOn,Success
5,C1420$@DOM1,SYSTEM@C1420,C1420,C1420,Negotiate,Service,LogOn,Success
5,C1441$@DOM1,SYSTEM@C1441,C1441,C1441,Negotiate,Service,LogOn,Success
5,C1454$@DOM1,SYSTEM@C1454,C1454,C1454,Negotiate,Service,LogOn,Success
5,C147$@DOM1,SYSTEM@C147,C147,C147,Negotiate,Service,LogOn,Success
5,C1507$@DOM1,SYSTEM@C1507,C1507,C1507,Negotiate,Service,LogOn,Success
5,C1512$@DOM1,SYSTEM@C1512,C1512,C1512,Negotiate,Service,LogOn,Success
5,C1514$@DOM1,SYSTEM@C1514,C1514,C1514,Negotiate,Service,LogOn,Success
5,C1522$@DOM1,SYSTEM@C1522,C1522,C1522,Negotiate,Service,LogOn,Success
5,C1529$@DOM1,C1529$@DOM1,C1529,C612,Kerberos,Network,LogOn,Success
5,C1536$@DOM1,SYSTEM@C1536,C1536,C1536,Negotiate,Service,LogOn,Success
5,C1544$@DOM1,SYSTEM@C1544,C1544,C1544,Negotiate,Service,LogOn,Success
5,C1582$@DOM1,SYSTEM@C1582,C1582,C1582,Negotiate,Service,LogOn,Success
5,C1589$@DOM1,SYSTEM@C1589,C1589,C1589,Negotiate,Service,LogOn,Success
5,C162$@DOM1,SYSTEM@C162,C162,C162,Negotiate,Service,LogOn,Success
5,C1640$@DOM1,C1640$@DOM1,C2109,C529,Kerberos,Network,LogOn,Success
5,C1640$@DOM1,C1640$@DOM1,C529,C529,?,Network,LogOff,Success
5,C1650$@DOM1,SYSTEM@C1650,C1650,C1650,Negotiate,Service,LogOn,Success
5,C168$@DOM1,SYSTEM@C168,C168,C168,Negotiate,Service,LogOn,Success
5,C1693$@DOM1,SYSTEM@C1693,C1693,C1693,Negotiate,Service,LogOn,Success
5,C174$@DOM1,SYSTEM@C174,C174,C174,Negotiate,Service,LogOn,Success
5,C1804$@DOM1,C1804$@DOM1,C1804,C467,Kerberos,Network,LogOn,Success
5,C1804$@DOM1,C1804$@DOM1,C467,C467,?,Network,LogOff,Success
5,C1815$@DOM1,SYSTEM@C1815,C1815,C1815,Negotiate,Service,LogOn,Success
5,C1846$@DOM1,U86@DOM1,C1846,C1846,Negotiate,Batch,LogOn,Fail
5,C2072$@DOM1,C2072$@DOM1,C2250,C625,Kerberos,Network,LogOn,Success
5,C2072$@DOM1,C2072$@DOM1,C625,C625,?,Network,LogOff,Success
5,C2105$@DOM1,C2105$@DOM1,C529,C529,?,Network,LogOff,Success
5,C2140$@DOM1,C2140$@DOM1,C528,C528,?,Network,LogOff,Success
5,C2183$@DOM1,C2183$@DOM1,C467,C467,?,Network,LogOff,Success
5,C240$@DOM1,SYSTEM@C240,C240,C240,Negotiate,Service,LogOn,Success
5,C252$@DOM1,SYSTEM@C252,C252,C252,Negotiate,Service,LogOn,Success
5,C2688$@DOM1,SYSTEM@C2688,C2688,C2688,Negotiate,Service,LogOn,Success
5,C2854$@DOM1,SYSTEM@C2854,C2854,C2854,Negotiate,Service,LogOn,Success
5,C2975$@DOM1,C2975$@DOM1,C3083,C528,Kerberos,Network,LogOn,Success
5,C380$@DOM1,C380$@DOM1,C380,C529,Kerberos,Network,LogOn,Success
5,C393$@DOM1,SYSTEM@C393,C393,C393,Negotiate,Service,LogOn,Success
5,C396$@DOM1,SYSTEM@C396,C396,C396,Negotiate,Service,LogOn,Success
5,C406$@DOM1,SYSTEM@C406,C406,C406,Negotiate,Service,LogOn,Success
5,C425$@DOM1,SYSTEM@C425,C425,C425,Negotiate,Service,LogOn,Success
5,C480$@DOM1,C480$@DOM1,C480,C625,Kerberos,Network,LogOn,Success
5,C480$@DOM1,C480$@DOM1,C625,C625,?,Network,LogOff,Success
5,C4925$@DOM1,C4925$@DOM1,C528,C528,?,Network,LogOff,Success
5,C509$@DOM1,SYSTEM@C509,C509,C509,Negotiate,Service,LogOn,Success
5,C525$@DOM1,SYSTEM@C525,C525,C525,Negotiate,Service,LogOn,Success
5,C540$@DOM1,C540$@DOM1,C540,C1604,?,?,TGS,Success
5,C5693$@DOM1,C5693$@DOM1,C5693,C529,Kerberos,Network,LogOn,Success
5,C599$@DOM1,C599$@DOM1,C1619,C553,Kerberos,Network,LogOn,Success
5,C599$@DOM1,C599$@DOM1,C553,C553,?,Network,LogOff,Success
5,C647$@DOM1,SYSTEM@C647,C647,C647,Negotiate,Service,LogOn,Success
5,C658$@DOM1,SYSTEM@C658,C658,C658,Negotiate,Service,LogOn,Success
5,C665$@DOM1,C665$@DOM1,C665,C625,Kerberos,Network,LogOn,Success
5,C667$@DOM1,SYSTEM@C667,C667,C667,Negotiate,Service,LogOn,Success
5,C670$@DOM1,SYSTEM@C670,C670,C670,Negotiate,Service,LogOn,Success
5,C734$@DOM1,SYSTEM@C734,C734,C734,Negotiate,Service,LogOn,Success
5,C737$@DOM1,SYSTEM@C737,C737,C737,Negotiate,Service,LogOn,Success
5,C763$@DOM1,SYSTEM@C763,C763,C763,Negotiate,Service,LogOn,Success
5,C765$@DOM1,C765$@DOM1,C612,C612,?,Network,LogOff,Success
5,C772$@DOM1,SYSTEM@C772,C772,C772,Negotiate,Service,LogOn,Success
5,C785$@DOM1,SYSTEM@C785,C785,C785,Negotiate,Service,LogOn,Success
5,C796$@DOM1,SYSTEM@C796,C796,C796,Negotiate,Service,LogOn,Success
5,C809$@DOM1,SYSTEM@C809,C809,C809,Negotiate,Service,LogOn,Success
5,C810$@DOM1,C810$@DOM1,C625,C625,?,Network,LogOff,Success
5,C811$@DOM1,SYSTEM@C811,C811,C811,Negotiate,Service,LogOn,Success
5,C846$@DOM1,SYSTEM@C846,C846,C846,Negotiate,Service,LogOn,Success
5,C865$@DOM1,SYSTEM@C865,C865,C865,Negotiate,Service,LogOn,Success
5,C938$@DOM1,SYSTEM@C938,C938,C938,Negotiate,Service,LogOn,Success
5,C939$@DOM1,SYSTEM@C939,C939,C939,Negotiate,Service,LogOn,Success
5,C954$@DOM1,SYSTEM@C954,C954,C954,Negotiate,Service,LogOn,Success
5,C958$@DOM1,SYSTEM@C958,C958,C958,Negotiate,Service,LogOn,Success
5,C988$@DOM1,C988$@DOM1,C625,C625,?,Network,LogOff,Success
5,U10@DOM1,U10@DOM1,C229,C229,?,Network,LogOff,Success
5,U10@DOM1,U10@DOM1,C229,C229,Kerberos,Network,LogOn,Success
5,U19@DOM1,U19@DOM1,C229,C229,Kerberos,Network,LogOn,Success
5,U19@DOM1,U19@DOM1,C464,C464,?,Network,LogOff,Success
5,U19@DOM1,U4@DOM1,C464,C464,?,?,AuthMap,Success
5,U20@DOM1,U21@DOM1,C540,C540,Kerberos,Network,LogOn,Success
5,U21@DOM1,U20@DOM1,C540,C540,?,?,AuthMap,Success
5,U21@DOM1,U21@DOM1,C1603,C1603,?,Network,LogOff,Success
5,U21@DOM1,U21@DOM1,C1664,C1664,?,Network,LogOff,Success
5,U21@DOM1,U21@DOM1,C540,C540,?,Network,LogOff,Success
5,U21@DOM1,U25@DOM1,C1664,C1664,?,?,AuthMap,Success
5,U22@DOM1,U22@DOM1,C506,C506,?,Network,LogOff,Success
5,U23@DOM1,U23@DOM1,C1697,C1697,?,Network,LogOff,Success
5,U23@DOM1,U24@DOM1,C1697,C1697,?,?,AuthMap,Success
5,U24@DOM1,U23@DOM1,C1697,C1697,Kerberos,Network,LogOn,Success
5,U24@DOM1,U24@DOM1,C1697,C1697,?,Network,LogOff,Success
5,U24@DOM1,U24@DOM1,C1697,C1697,Kerberos,Network,LogOn,Success
5,U24@DOM1,U24@DOM1,C583,C583,?,Network,LogOff,Success
5,U24@DOM1,U24@DOM1,C583,C583,Kerberos,Network,LogOn,Success
5,U25@DOM1,U21@DOM1,C1664,C1664,Kerberos,Network,LogOn,Success
5,U25@DOM1,U25@DOM1,C1664,U25,?,?,TGS,Success
5,U25@DOM1,U25@DOM1,C1781,U25,?,?,TGS,Success
5,U34@DOM1,U34@DOM1,C423,C423,?,Network,LogOff,Success
5,U34@DOM1,U6@DOM1,C423,C423,?,?,AuthMap,Success
5,U35@DOM1,U35@DOM1,C926,C528,?,?,TGS,Success
5,U35@DOM1,U35@DOM1,C926,TGT,?,?,TGS,Success
5,U3@DOM1,U3@DOM1,C419,C419,Kerberos,Network,LogOn,Success
5,U46@DOM1,U46@DOM1,C423,U20,?,?,TGS,Success
5,U46@DOM1,U46@DOM1,C61,C61,?,Network,LogOff,Success
5,U46@DOM1,U46@DOM1,C61,C61,Kerberos,Network,LogOn,Success
5,U494@DOM1,U494@DOM1,C515,C528,Kerberos,Network,LogOn,Success
5,U494@DOM1,U494@DOM1,C528,C528,?,Network,LogOff,Success
5,U4@DOM1,U19@DOM1,C464,C464,Kerberos,Network,LogOn,Success
5,U4@DOM1,U4@DOM1,C229,C229,?,Network,LogOff,Success
5,U4@DOM1,U4@DOM1,C229,C229,Kerberos,Network,LogOn,Success
5,U563@DOM1,U563@DOM1,C528,C528,?,Network,LogOff,Success
5,U63@DOM1,U63@DOM1,C1755,C1755,?,Network,LogOff,Success
5,U63@DOM1,U63@DOM1,C1755,C1755,Kerberos,Network,LogOn,Success
5,U63@DOM1,U64@C1666,C1666,C1666,Negotiate,NetworkCleartext,LogOn,Success
5,U64@C1666,U63@DOM1,C1666,C1666,?,?,AuthMap,Success
5,U6@DOM1,U34@DOM1,C423,C423,Kerberos,Network,LogOn,Success
5,U6@DOM1,U6@DOM1,C423,U6,?,?,TGS,Success
5,U6@DOM1,U6@DOM1,C61,C61,Kerberos,Network,LogOn,Success
5,U6@DOM1,U6@DOM1,C921,C921,?,Network,LogOff,Success
5,U6@DOM1,U6@DOM1,C921,C921,Kerberos,Network,LogOn,Success
5,U6@DOM1,U7@DOM1,C423,C423,Kerberos,Network,LogOn,Success
5,U728@DOM1,U728@DOM1,C229,C229,?,Network,LogOff,Success
5,U7@DOM1,U6@DOM1,C423,C423,?,?,AuthMap,Success
5,U7@DOM1,U7@DOM1,C423,C423,?,Network,LogOff,Success
5,U7@DOM1,U7@DOM1,C61,C61,Kerberos,Network,LogOn,Success
5,U8@DOM1,U8@DOM1,C626,C1065,?,?,TGS,Success
6,ANONYMOUS LOGON@C1909,ANONYMOUS LOGON@C1909,C1909,C1909,?,Network,LogOff,Success
6,ANONYMOUS LOGON@C457,ANONYMOUS LOGON@C457,C457,C457,?,Network,LogOff,Success
6,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1186,C586,NTLM,Network,LogOn,Success
6,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success
6,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C953,C586,NTLM,Network,LogOn,Success
6,C104$@DOM1,C104$@DOM1,C105,C523,Kerberos,Network,LogOn,Success
6,C104$@DOM1,C104$@DOM1,C105,C523,NTLM,Network,LogOn,Success
6,C104$@DOM1,C104$@DOM1,C523,C523,?,Network,LogOff,Success
6,C1100$@DOM1,SYSTEM@C1100,C1100,C1100,Negotiate,Service,LogOn,Success
6,C1186$@DOM1,C1186$@DOM1,C1186,C586,Kerberos,Network,LogOn,Success
6,C122$@DOM1,SYSTEM@C122,C122,C122,Negotiate,Service,LogOn,Success
6,C123$@DOM1,C123$@DOM1,C523,C523,?,Network,LogOff,Success
6,C1235$@DOM1,SYSTEM@C1235,C1235,C1235,Negotiate,Service,LogOn,Success
6,C1336$@DOM1,SYSTEM@C1336,C1336,C1336,Negotiate,Service,LogOn,Success
6,C1391$@DOM1,SYSTEM@C1391,C1391,C1391,Negotiate,Service,LogOn,Success
6,C1410$@DOM1,SYSTEM@C1410,C1410,C1410,Negotiate,Service,LogOn,Success
6,C1469$@DOM1,SYSTEM@C1469,C1469,C1469,Negotiate,Service,LogOn,Success
6,C1528$@DOM1,SYSTEM@C1528,C1528,C1528,Negotiate,Service,LogOn,Success
6,C1533$@DOM1,C1533$@DOM1,C1533,C586,Kerberos,Network,LogOn,Success
6,C1546$@DOM1,C1546$@DOM1,C612,C612,?,Network,LogOff,Success
6,C1577$@DOM1,C1577$@DOM1,C586,C586,?,Network,LogOff,Success
6,C159$@DOM1,SYSTEM@C159,C159,C159,Negotiate,Service,LogOn,Success
6,C1597$@DOM1,C1597$@DOM1,C1597,C1065,Kerberos,Network,LogOn,Success
6,C1642$@DOM1,C1642$@DOM1,C1643,C1643,?,?,TGT,Success
6,C1642$@DOM1,C1642$@DOM1,C1643,C467,?,?,TGS,Success
6,C1642$@DOM1,C1642$@DOM1,C1643,C467,Kerberos,Network,LogOn,Success
6,C1642$@DOM1,C1642$@DOM1,C467,C467,?,Network,LogOff,Success
6,C1642$@DOM1,C1642$@DOM1,C467,C467,NTLM,Network,LogOn,Success
6,C1665$@DOM1,C1665$@DOM1,C1665,C1665,?,?,TGS,Success
6,C1665$@DOM1,C1665$@DOM1,C1665,TGT,?,?,TGS,Success
6,C1708$@DOM1,C1708$@DOM1,C1709,C1085,Kerberos,Network,LogOn,Success
6,C1713$@DOM1,C1713$@DOM1,C1713,C1713,?,Network,LogOff,Success
6,C1713$@DOM1,C1713$@DOM1,C1713,C1713,Kerberos,Network,LogOn,Success
6,C1766$@DOM1,C1766$@DOM1,C101,C101,?,Network,LogOff,Success
6,C1766$@DOM1,C1766$@DOM1,C1968,C101,Kerberos,Network,LogOn,Success
6,C1766$@DOM1,C1766$@DOM1,C1968,C523,Kerberos,Network,LogOn,Success
6,C1766$@DOM1,C1766$@DOM1,C523,C523,?,Network,LogOff,Success
6,C1794$@DOM1,C1794$@DOM1,C1795,C523,NTLM,Network,LogOn,Success
6,C1818$@DOM1,SYSTEM@C1818,C1818,C1818,Negotiate,Service,LogOn,Success
6,C1976$@DOM1,C1976$@DOM1,C1976,C457,Kerberos,Network,LogOn,Success
6,C1987$@DOM1,C1987$@DOM1,C1987,C586,Kerberos,Network,LogOn,Success
6,C1991$@DOM1,SYSTEM@C1991,C1991,C1991,Negotiate,Service,LogOn,Success
6,C2179$@DOM1,C2179$@DOM1,C2180,C2180,?,?,TGT,Success
6,C2179$@DOM1,C2179$@DOM1,C2180,C457,?,?,TGS,Success
6,C2179$@DOM1,C2179$@DOM1,C2180,C457,Kerberos,Network,LogOn,Success
6,C2179$@DOM1,C2179$@DOM1,C457,C457,?,Network,LogOff,Success
6,C2212$@DOM1,C2212$@DOM1,C2212,C529,Kerberos,Network,LogOn,Success
6,C2226$@DOM1,C2226$@DOM1,C1065,C1065,?,Network,LogOff,Success
6,C2420$@DOM1,C2420$@DOM1,C1065,C1065,?,Network,LogOff,Success
6,C258$@DOM1,SYSTEM@C258,C258,C258,Negotiate,Service,LogOn,Success
6,C292$@DOM1,SYSTEM@C292,C292,C292,Negotiate,Service,LogOn,Success
6,C3073$@DOM1,C3073$@DOM1,C3073,C3073,?,?,TGT,Fail
6,C3504$@DOM1,C3504$@DOM1,C1065,C1065,?,Network,LogOff,Success
6,C403$@DOM1,C403$@DOM1,C403,C586,Kerberos,Network,LogOn,Success
6,C457$@DOM1,C457$@DOM1,C457,C457,?,Network,LogOff,Success
6,C457$@DOM1,C457$@DOM1,C457,C457,Kerberos,Network,LogOn,Success
6,C538$@DOM1,C538$@DOM1,C101,C101,?,Network,LogOff,Success
6,C538$@DOM1,C538$@DOM1,C539,C101,Kerberos,Network,LogOn,Success
6,C538$@DOM1,C538$@DOM1,C539,C523,Kerberos,Network,LogOn,Success
6,C553$@DOM1,C553$@DOM1,C553,C523,Kerberos,Network,LogOn,Success
6,C567$@DOM1,C567$@DOM1,C523,C523,?,Network,LogOff,Success
6,C567$@DOM1,C567$@DOM1,C574,C101,Kerberos,Network,LogOn,Success
6,C599$@DOM1,C599$@DOM1,C1619,C1065,Kerberos,Network,LogOn,Success
6,C599$@DOM1,C599$@DOM1,C1619,C523,Kerberos,Network,LogOn,Success
6,C599$@DOM1,C599$@DOM1,C1619,C599,?,?,TGS,Success
6,C608$@DOM1,SYSTEM@C608,C608,C608,Negotiate,Service,LogOn,Success
6,C648$@DOM1,C648$@DOM1,C586,C586,?,Network,LogOff,Success
6,C674$@DOM1,C674$@DOM1,C457,C457,?,Network,LogOff,Success
6,C707$@DOM1,SYSTEM@C707,C707,C707,Negotiate,Service,LogOn,Success
6,C739$@DOM1,C739$@DOM1,C1065,C1065,?,Network,LogOff,Success
6,C949$@DOM1,C949$@DOM1,C949,C1604,?,?,TGS,Success
6,C953$@DOM1,C953$@DOM1,C953,C586,Kerberos,Network,LogOn,Success
6,C967$@DOM1,SYSTEM@C967,C967,C967,Negotiate,Service,LogOn,Success
6,U14@DOM1,U14@DOM1,C426,C426,?,Network,LogOff,Success
6,U14@DOM1,U14@DOM1,C431,C431,?,Network,LogOff,Success
6,U14@DOM1,U14@DOM1,C431,C431,Kerberos,Network,LogOn,Success
6,U14@DOM1,U14@DOM1,C433,C433,?,Network,LogOff,Success
6,U150@DOM1,U150@DOM1,C467,C467,?,Network,LogOff,Success
6,U16@DOM1,U16@DOM1,C490,C586,?,?,TGS,Success
6,U16@DOM1,U16@DOM1,C490,C586,Kerberos,Network,LogOn,Success
6,U16@DOM1,U16@DOM1,C490,TGT,?,?,TGS,Success
6,U23@DOM1,U23@DOM1,C1720,C1720,?,Network,LogOff,Success
6,U24@DOM1,U23@DOM1,C1720,C1720,Kerberos,Network,LogOn,Success
6,U24@DOM1,U24@DOM1,C1697,C1697,?,Network,LogOff,Success
6,U24@DOM1,U24@DOM1,C1697,C1697,Kerberos,Network,LogOn,Success
6,U24@DOM1,U24@DOM1,C1697,U24,?,?,TGS,Success
6,U24@DOM1,U24@DOM1,C1770,C1770,?,Network,LogOff,Success
6,U24@DOM1,U24@DOM1,C1770,C1770,Kerberos,Network,LogOn,Success
6,U24@DOM1,U24@DOM1,C2663,C2663,?,?,TGT,Success
6,U24@DOM1,U24@DOM1,C2663,TGT,?,?,TGS,Success
6,U24@DOM1,U24@DOM1,C2663,U24,?,?,TGS,Success
6,U292@DOM1,U292@DOM1,C527,C123,?,?,TGS,Success
6,U292@DOM1,U292@DOM1,C527,C527,?,?,TGT,Success
6,U292@DOM1,U292@DOM1,C574,C567,?,?,TGS,Success
6,U292@DOM1,U292@DOM1,C574,C574,?,?,TGT,Success
6,U2@DOM1,U2@DOM1,C1679,C1679,?,Network,LogOff,Success
6,U2@DOM1,U2@DOM1,C1681,C1679,NTLM,Network,LogOn,Success
6,U327@DOM1,U327@DOM1,C612,C612,?,Network,LogOff,Success
6,U32@DOM1,U32@DOM1,C815,C1940,Kerberos,Network,LogOn,Success
6,U37@DOM1,U37@DOM1,C949,C1604,?,?,TGS,Success
6,U3@DOM1,U3@DOM1,C419,C419,Kerberos,Network,LogOn,Success
6,U3@DOM1,U48@DOM1,C456,C456,Kerberos,Network,LogOn,Success
6,U48@DOM1,U3@DOM1,C456,C456,?,?,AuthMap,Success
6,U48@DOM1,U48@DOM1,C419,C419,?,Network,LogOff,Success
6,U48@DOM1,U48@DOM1,C419,C419,Kerberos,Network,LogOn,Success
6,U48@DOM1,U48@DOM1,C456,C456,?,Network,LogOff,Success
6,U4@DOM1,U5@DOM1,C568,C568,Kerberos,Network,LogOn,Success
6,U59@DOM1,U59@DOM1,C1634,C1634,?,NetworkCleartext,LogOff,Success
6,U5@DOM1,U4@DOM1,C568,C568,?,?,AuthMap,Success
6,U5@DOM1,U5@DOM1,C568,C568,?,Network,LogOff,Success
6,U68@DOM1,U69@C1679,C1679,C1679,Negotiate,NetworkCleartext,LogOn,Success
6,U69@C1679,U68@DOM1,C1679,C1679,?,?,AuthMap,Success
6,U6@DOM1,U6@DOM1,C1183,U6,?,?,TGS,Success
6,U6@DOM1,U6@DOM1,C61,C61,Kerberos,Network,LogOn,Success
6,U7@DOM1,U7@DOM1,C61,C61,?,Network,LogOff,Success
6,U7@DOM1,U7@DOM1,C61,C61,Kerberos,Network,LogOn,Success
6,U8@DOM1,U61@DOM1,C1644,C1644,?,?,AuthMap,Success
6,U8@DOM1,U8@DOM1,C1644,C1644,?,?,TGS,Success
6,U8@DOM1,U8@DOM1,C1644,C1644,?,?,TGT,Success
6,U8@DOM1,U8@DOM1,C1644,C1644,Negotiate,Interactive,LogOn,Success
6,U90@DOM1,U90@DOM1,C1785,C1785,?,Batch,LogOff,Success
7,ANONYMOUS LOGON@C1909,ANONYMOUS LOGON@C1909,C1909,C1909,?,Network,LogOff,Success
7,C101$@DOM1,C101$@DOM1,C101,C988,Kerberos,Network,LogOn,Success
7,C1153$@DOM1,C1153$@DOM1,C1065,C1065,?,Network,LogOff,Success
7,C1254$@DOM1,SYSTEM@C1254,C1254,C1254,Negotiate,Service,LogOn,Success
7,C1348$@DOM1,SYSTEM@C1348,C1348,C1348,Negotiate,Service,LogOn,Success
7,C1645$@DOM1,SYSTEM@C1645,C1645,C1645,Negotiate,Service,LogOn,Success
7,C1661$@DOM1,C1661$@DOM1,C1661,C625,Kerberos,Network,LogOn,Success
7,C1701$@DOM1,SYSTEM@C1701,C1701,C1701,Negotiate,Service,LogOn,Success
7,C1748$@DOM1,C1748$@DOM1,C1748,C467,Kerberos,Network,LogOn,Success
7,C1766$@DOM1,C1766$@DOM1,C101,C101,?,Network,LogOff,Success
7,C1766$@DOM1,C1766$@DOM1,C1968,C101,Kerberos,Network,LogOn,Success
7,C1766$@DOM1,C1766$@DOM1,C988,C988,?,Network,LogOff,Success
7,C1782$@DOM1,C1782$@DOM1,C1782,C625,Kerberos,Network,LogOn,Success
7,C1930$@DOM1,C1930$@DOM1,C1930,C1065,Kerberos,Network,LogOn,Success
7,C2511$@DOM1,C2511$@DOM1,C625,C625,?,Network,LogOff,Success
7,C279$@DOM1,C279$@DOM1,C279,C625,Kerberos,Network,LogOn,Success
7,C3554$@DOM1,C3554$@DOM1,C3554,C467,Kerberos,Network,LogOn,Success
7,C3554$@DOM1,C3554$@DOM1,C467,C467,?,Network,LogOff,Success
7,C377$@DOM1,C377$@DOM1,C612,C612,?,Network,LogOff,Success
7,C3850$@DOM1,C3850$@DOM1,C612,C612,?,Network,LogOff,Success
7,C396$@DOM1,SYSTEM@C396,C396,C396,Negotiate,Service,LogOn,Success
7,C421$@DOM1,C421$@DOM1,C1065,C1065,?,Network,LogOff,Success
7,C4470$@DOM1,C4470$@DOM1,C625,C625,?,Network,LogOff,Success
7,C480$@DOM1,C480$@DOM1,C480,C625,Kerberos,Network,LogOn,Success
7,C480$@DOM1,C480$@DOM1,C625,C625,?,Network,LogOff,Success
7,C538$@DOM1,C538$@DOM1,C101,C101,?,Network,LogOff,Success
7,C538$@DOM1,C538$@DOM1,C539,C101,Kerberos,Network,LogOn,Success
7,C567$@DOM1,C567$@DOM1,C553,C553,?,Network,LogOff,Success
7,C567$@DOM1,C567$@DOM1,C574,C553,Kerberos,Network,LogOn,Success
7,C567$@DOM1,C567$@DOM1,C988,C988,?,Network,LogOff,Success
7,C606$@DOM1,C606$@DOM1,C529,C529,?,Network,LogOff,Success
7,C606$@DOM1,C606$@DOM1,C612,C612,?,Network,LogOff,Success
7,C608$@DOM1,C608$@DOM1,C467,C467,?,Network,LogOff,Success
7,C636$@DOM1,C636$@DOM1,C636,C636,?,?,TGS,Success
7,C695$@DOM1,C695$@DOM1,C695,C467,Kerberos,Network,LogOn,Success
7,C739$@DOM1,C739$@DOM1,C1065,C1065,?,Network,LogOff,Success
7,C810$@DOM1,C810$@DOM1,C625,C625,?,Network,LogOff,Success
7,C828$@DOM1,SYSTEM@C828,C828,C828,Negotiate,Service,LogOn,Success
7,C924$@DOM1,C924$@DOM1,C924,C625,Kerberos,Network,LogOn,Success
7,C924$@DOM1,C924$@DOM1,C924,C924,?,?,TGT,Success
7,C924$@DOM1,C924$@DOM1,C924,TGT,?,?,TGS,Success
7,U107@DOM1,U107@DOM1,C1802,C1691,Kerberos,Network,LogOn,Success
7,U10@DOM1,U10@DOM1,C229,C229,?,Network,LogOff,Success
7,U10@DOM1,U10@DOM1,C229,C229,Kerberos,Network,LogOn,Success
7,U140@DOM1,U140@DOM1,C486,C625,Kerberos,Network,LogOn,Success
7,U140@DOM1,U140@DOM1,C625,C625,?,Network,LogOff,Success
7,U1@DOM1,U1@DOM1,C419,C419,Kerberos,Network,LogOn,Success
7,U20@DOM1,U20@DOM1,C1741,C1604,?,?,TGS,Success
7,U20@DOM1,U21@DOM1,C1750,C1750,Kerberos,Network,LogOn,Success
7,U21@DOM1,U20@DOM1,C1750,C1750,?,?,AuthMap,Success
7,U21@DOM1,U21@DOM1,C1750,C1750,?,Network,LogOff,Success
7,U26@DOM1,U27@DOM1,C616,C616,Kerberos,Network,LogOn,Success
7,U27@DOM1,U26@DOM1,C616,C616,?,?,AuthMap,Success
7,U27@DOM1,U27@DOM1,C616,C616,?,Network,LogOff,Success
7,U292@DOM1,U292@DOM1,C1619,C1619,?,?,TGT,Success
7,U292@DOM1,U292@DOM1,C1619,C599,?,?,TGS,Success
7,U292@DOM1,U292@DOM1,C527,C123,?,?,TGS,Success
